corpus_id;path;startLine;endLine
doc.make$main();doc/make.py;284;357
pandas._testing$ensure_clean_dir();pandas/_testing.py;547;563
pandas.core.arrays.base$ExtensionArray.ndim(self);pandas/core/arrays/base.py;396;401
pandas.core.arrays.integer$_IntegerDtype._is_numeric(self);pandas/core/arrays/integer.py;70;72
pandas.core.arrays.integer$integer_array(values,dtype,copy);pandas/core/arrays/integer.py;127;147
pandas.core.arrays.integer$safe_cast(values,dtype,copy);pandas/core/arrays/integer.py;150;167
pandas.core.arrays.integer$coerce_to_array(values,dtype,mask,copy);pandas/core/arrays/integer.py;170;265
pandas.core.arrays.integer$IntegerArray.dtype(self);pandas/core/arrays/integer.py;341;343
pandas.core.arrays.integer$IntegerArray.__init__(self,values,mask,copy);pandas/core/arrays/integer.py;345;351
pandas.core.arrays.integer$IntegerArray._from_sequence(cls,scalars,dtype,copy);pandas/core/arrays/integer.py;353;355
pandas.core.dtypes.common$ensure_float(arr);pandas/core/dtypes/common.py;72;88
pandas.core.frame$DataFrame.diff(self,periods,axis);pandas/core/frame.py;6918;7015
pandas.core.frame$DataFrame.append(self,other,ignore_index,verify_integrity,sort);pandas/core/frame.py;7358;7496
pandas.core.frame$DataFrame.corr(self,method,min_periods);pandas/core/frame.py;7824;7911
pandas.core.frame$DataFrame.cov(self,min_periods);pandas/core/frame.py;7913;8021
pandas.core.frame$DataFrame.corrwith(self,other,axis,drop,method);pandas/core/frame.py;8023;8114
pandas.core.reshape.pivot$crosstab(index,columns,values,rownames,colnames,aggfunc,margins,margins_name,dropna,normalize);pandas/core/reshape/pivot.py;466;624
pandas.plotting._misc$parallel_coordinates(frame,class_column,cols,ax,color,use_columns,xticks,colormap,axvlines,axvlines_kwds,sort_labels,**kwargs);pandas/plotting/_misc.py;312;383
