corpus_id;path;startLine;endLine
matplotlib$rc_context(rc,fname);matplotlib/__init__.py;1063;1104
matplotlib.axes._axes$Axes.hlines(self,y,xmin,xmax,colors,linestyles,label,**kwargs);matplotlib/axes/_axes.py;1117;1195
matplotlib.axes._axes$Axes.vlines(self,x,ymin,ymax,colors,linestyles,label,**kwargs);matplotlib/axes/_axes.py;1197;1276
matplotlib.axes._base$_AxesBase.clear(self);matplotlib/axes/_base.py;1180;1182
matplotlib.collections$LineCollection.get_color(self);matplotlib/collections.py;1440;1441
matplotlib.colors$is_color_like(c);matplotlib/colors.py;127;137
matplotlib.colors$same_color(c1,c2);matplotlib/colors.py;140;142
matplotlib.figure$Figure.__setstate__(self,state);matplotlib/figure.py;1934;1959
matplotlib.figure$Figure.savefig(self,fname,transparent,**kwargs);matplotlib/figure.py;1967;2112
matplotlib.image$thumbnail(infile,thumbfile,scale,interpolation,preview);matplotlib/image.py;1609;1670
matplotlib.pyplot$figure(num,figsize,dpi,facecolor,edgecolor,frameon,FigureClass,clear,**kwargs);matplotlib/pyplot.py;538;695
matplotlib.pyplot$close(fig);matplotlib/pyplot.py;777;816
matplotlib.pyplot$colormaps();matplotlib/pyplot.py;1786;2030
matplotlib.pyplot$gca(**kwargs);matplotlib/pyplot.py;2261;2263
matplotlib.pyplot$hlines(y,xmin,xmax,colors,linestyles,label,data,**kwargs);matplotlib/pyplot.py;2602;2609
matplotlib.pyplot$vlines(x,ymin,ymax,colors,linestyles,label,data,**kwargs);matplotlib/pyplot.py;2973;2980
matplotlib.rcsetup$validate_color(s);matplotlib/rcsetup.py;360;382
