corpus_id;path;startLine;endLine
black$parse_pyproject_toml(path_config);black.py;227;234
black$read_pyproject_toml(ctx,param,value);black.py;237;264
black$main(ctx,code,line_length,target_version,check,diff,fast,pyi,py36,skip_string_normalization,quiet,verbose,include,exclude,src,config);black.py;278;498
black$BracketTracker.any_open_brackets(self);black.py;1130;1132
black$BracketTracker.delimiter_count_with_priority(self,priority);black.py;1142;1151
black$whitespace(leaf,complex_subscript);black.py;1933;2160
black$preceding_leaf(node);black.py;2163;2178
black$container_of(leaf);black.py;2189;2211
black$Report.failed(self,src,message);black.py;3666;3669
black$parse_ast(src);black.py;3724;3740
black$assert_equivalent(src,dst);black.py;3759;3834
black$assert_stable(src,dst,mode);black.py;3837;3850
black$dump_to_file(*output);black.py;3853;3863
black$get_cache_info(path);black.py;4130;4133
black$patched_main();black.py;4187;4190
blackd$handle(request,executor);blackd.py;76;149
