corpus_id;path;startLine;endLine
org.apache.commons.collections4$CollectionUtils.subtract(Iterable<? extends O>,Iterable<? extends O>,Predicate<O>);org/apache/commons/collections4/CollectionUtils.java;305;342
org.apache.commons.collections4$CollectionUtils.merge(Collection<? extends O>,Collection<? extends O>,Comparator<? super O>,boolean);org/apache/commons/collections4/CollectionUtils.java;1547;1616
org.apache.commons.collections4.CollectionUtils$SetOperationCardinalityHelper.SetOperationCardinalityHelper(Iterable<? extends O>,Iterable<? extends O>);org/apache/commons/collections4/CollectionUtils.java;132;144
org.apache.commons.collections4.collection$AbstractCollectionDecorator.decorated();org/apache/commons/collections4/collection/AbstractCollectionDecorator.java;72;80
org.apache.commons.collections4.collection$AbstractCollectionDecorator.size();org/apache/commons/collections4/collection/AbstractCollectionDecorator.java;112;114
org.apache.commons.collections4.list$AbstractListDecorator.addAll(int,Collection<? extends E>);org/apache/commons/collections4/list/AbstractListDecorator.java;74;76
org.apache.commons.collections4.list$AbstractListDecorator.remove(int);org/apache/commons/collections4/list/AbstractListDecorator.java;98;100
org.apache.commons.collections4.list$AbstractListDecorator.subList(int,int);org/apache/commons/collections4/list/AbstractListDecorator.java;106;108
org.apache.commons.collections4.list$SetUniqueList.setUniqueList(List<E>);org/apache/commons/collections4/list/SetUniqueList.java;58;85
org.apache.commons.collections4.list$SetUniqueList.add(E);org/apache/commons/collections4/list/SetUniqueList.java;120;141
org.apache.commons.collections4.list$SetUniqueList.addAll(Collection<? extends E>);org/apache/commons/collections4/list/SetUniqueList.java;165;182
org.apache.commons.collections4.list$SetUniqueList.addAll(int,Collection<? extends E>);org/apache/commons/collections4/list/SetUniqueList.java;184;210
org.apache.commons.collections4.list$SetUniqueList.set(int,E);org/apache/commons/collections4/list/SetUniqueList.java;213;241
org.apache.commons.collections4.list$SetUniqueList.remove(int);org/apache/commons/collections4/list/SetUniqueList.java;252;257
org.apache.commons.collections4.list$SetUniqueList.contains(Object);org/apache/commons/collections4/list/SetUniqueList.java;297;300
org.apache.commons.collections4.list$SetUniqueList.subList(int,int);org/apache/commons/collections4/list/SetUniqueList.java;322;333
org.apache.commons.collections4.list$SetUniqueList.createSetBasedOnList(Set<E>,List<E>);org/apache/commons/collections4/list/SetUniqueList.java;335;362
org.apache.commons.collections4.list$SetUniqueList.SetUniqueList(List<E>,Set<E>);org/apache/commons/collections4/list/SetUniqueList.java;88;107
