corpus_id;path;startLine;endLine
youtube_dl.YoutubeDL$YoutubeDL.prepare_filename(self,info_dict);youtube_dl/YoutubeDL.py;626;713
youtube_dl.YoutubeDL$YoutubeDL.process_video_result(self,info_dict,download);youtube_dl/YoutubeDL.py;1400;1630
youtube_dl$main(argv);youtube_dl/__init__.py;469;477
youtube_dl.compat$compat_etree_fromstring(text);youtube_dl/compat.py;2512;2513
youtube_dl.downloader.f4m$_add_ns(prop,ver);youtube_dl/downloader/f4m.py;246;247
youtube_dl.extractor$gen_extractors();youtube_dl/extractor/__init__.py;26;30
youtube_dl.extractor.npo$NPOIE._get_info(self,video_id);youtube_dl/extractor/npo.py;169;349
youtube_dl.extractor.tnaflix$TNAFlixNetworkBaseIE._real_extract(self,url);youtube_dl/extractor/tnaflix.py;74;171
youtube_dl.extractor.youtube$YoutubeIE._real_extract(self,url);youtube_dl/extractor/youtube.py;1462;2065
youtube_dl.utils$lookup_unit_table(unit_table,s);youtube_dl/utils.py;1594;1602
youtube_dl.utils$parse_filesize(s);youtube_dl/utils.py;1605;1673
youtube_dl.utils$args_to_str(args);youtube_dl/utils.py;2358;2360
youtube_dl.utils$_match_one(filter_part,dct);youtube_dl/utils.py;2523;2590
youtube_dl.utils$match_str(filter_str,dct);youtube_dl/utils.py;2593;2597
