path,line,signature
org/jsoup/nodes/DocumentType.java,14,
org/jsoup/nodes/DocumentType.java,30,"org.jsoup.nodes$DocumentType.DocumentType(String,String,String,String)"
org/jsoup/nodes/DocumentType.java,40,
org/jsoup/nodes/DocumentType.java,41,
org/jsoup/nodes/DocumentType.java,57,"org.jsoup.nodes$DocumentType.outerHtmlHead(Appendable,int,Document.OutputSettings)"
org/jsoup/nodes/DocumentType.java,59,"org.jsoup.nodes$DocumentType.outerHtmlHead(Appendable,int,Document.OutputSettings)"
org/jsoup/parser/HtmlTreeBuilderState.java,23,"org.jsoup.parser$HtmlTreeBuilderState.process(Token,HtmlTreeBuilder)"
org/jsoup/parser/Token.java,34,
org/jsoup/parser/Token.java,45,
org/jsoup/parser/Token.java,55,
org/jsoup/parser/TokeniserState.java,1194,"org.jsoup.parser$TokeniserState.read(Tokeniser,CharacterReader)"
org/jsoup/parser/TokeniserState.java,1196,"org.jsoup.parser$TokeniserState.read(Tokeniser,CharacterReader)"
org/jsoup/parser/XmlTreeBuilder.java,100,org.jsoup.parser$XmlTreeBuilder.insert(Token.Doctype)
