Method,FR,AR,Top1,Top2,Top3,Top4,Top5,WE,InputTokens,CachedTokens,OutputTokens,CostUSD
Agent4LR-M1R1-M1R1-M1R1,3.0,3.0,0,0,1,1,1,0.18181818181818182,11956,1024,699,0.000827
Agent4LR-M1R1-M1R1-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,11956,1024,699,0.001286
Agent4LR-M1R1-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,11956,1024,972,0.001832
Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,11956,1024,1781,0.003450
Agent4LR-M1R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,11956,1024,699,0.003582
Agent4LR-M1R1-M2R1-M1R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,12026,0,727,0.003053
Agent4LR-M1R1-M2R1-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,12026,0,727,0.003512
Agent4LR-M1R1-M2R2-M1R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,12026,0,1006,0.003611
Agent4LR-M1R1-M2R3-M1R1,3.0,3.0,0,0,1,1,1,0.18181818181818182,11956,0,2307,0.006195
Agent4LR-M1R1-M3R1-M1R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,12026,0,769,0.014276
Agent4LR-M1R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,12026,0,769,0.017031
Agent4LR-M2R1-M1R1-M1R1,3.0,3.0,0,0,1,1,1,0.18181818181818182,12219,0,451,0.001218
Agent4LR-M2R1-M1R1-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,12219,0,451,0.001684
Agent4LR-M2R1-M2R1-M1R1,5.0,5.0,0,0,0,0,1,0.36363636363636365,9764,0,387,0.002821
Agent4LR-M2R1-M2R1-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,9764,0,387,0.003215
Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,9764,0,724,0.003889
Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,9764,0,1178,0.004797
Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,9764,0,387,0.005185
Agent4LR-M2R1-M2R2-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,9798,0,577,0.003603
Agent4LR-M2R1-M2R3-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,9744,1152,1299,0.004775
Agent4LR-M2R1-M3R1-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,9814,0,444,0.012602
Agent4LR-M2R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,9814,0,444,0.014572
Agent4LR-M2R2-M1R1-M1R1,4.0,4.0,0,0,0,1,1,0.2727272727272727,19814,0,673,0.001855
Agent4LR-M2R2-M2R1-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,10156,0,506,0.003551
Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,10156,0,1114,0.004767
Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,10156,0,534,0.015060
Agent4LR-M2R3-M1R1-M1R1,4.0,4.0,0,0,0,1,1,0.2727272727272727,3376,0,492,0.001146
Agent4LR-M2R3-M2R1-M2R1,2.0,2.0,0,1,1,1,1,0.09090909090909091,17903,0,710,0.005896
Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,9044,0,2385,0.007031
Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,9114,0,664,0.014129
Agent4LR-M3R1-M1R1-M1R1,9.0,9.0,0,0,0,0,0,0.7272727272727273,4882,0,643,0.006366
Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,4882,0,643,0.008613
Agent4LR-M3R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,12084,0,745,0.009398
Agent4LR-M3R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,12084,0,745,0.011678
Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,10191,0,1150,0.011914
Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,12222,1024,2015,0.013135
Agent4LR-M3R1-M3R1-M1R1,5.0,5.0,0,0,0,0,1,0.36363636363636365,10171,0,751,0.017609
Agent4LR-M3R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,10171,0,751,0.018045
Agent4LR-M3R1-M3R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,10171,0,997,0.018537
Agent4LR-M3R1-M3R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,10171,0,1304,0.019151
Agent4LR-M3R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,10171,1408,751,0.018640
