corpus_id;path;startLine;endLine
org.apache.commons.math.linear$AbstractRealMatrix.AbstractRealMatrix();org/apache/commons/math/linear/AbstractRealMatrix.java;41;44
org.apache.commons.math.linear$Array2DRowRealMatrix.setSubMatrix(double[][],int,int);org/apache/commons/math/linear/Array2DRowRealMatrix.java;257;289
org.apache.commons.math.linear$Array2DRowRealMatrix.copyIn(double[][]);org/apache/commons/math/linear/Array2DRowRealMatrix.java;514;526
org.apache.commons.math.linear$Array2DRowRealMatrix.Array2DRowRealMatrix(double[][]);org/apache/commons/math/linear/Array2DRowRealMatrix.java;59;75
org.apache.commons.math.linear$ArrayRealVector.dotProduct(RealVector);org/apache/commons/math/linear/ArrayRealVector.java;444;465
org.apache.commons.math.optimization$RealPointValuePair.getPoint();org/apache/commons/math/optimization/RealPointValuePair.java;64;69
org.apache.commons.math.optimization$RealPointValuePair.RealPointValuePair(double[],double);org/apache/commons/math/optimization/RealPointValuePair.java;39;47
org.apache.commons.math.optimization.linear$AbstractLinearOptimizer.optimize(LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean);org/apache/commons/math/optimization/linear/AbstractLinearOptimizer.java;103;120
org.apache.commons.math.optimization.linear$SimplexSolver.getPivotColumn(SimplexTableau);org/apache/commons/math/optimization/linear/SimplexSolver.java;64;80
org.apache.commons.math.optimization.linear$SimplexSolver.getPivotRow(SimplexTableau,int);org/apache/commons/math/optimization/linear/SimplexSolver.java;82;126
org.apache.commons.math.optimization.linear$SimplexSolver.doIteration(SimplexTableau);org/apache/commons/math/optimization/linear/SimplexSolver.java;128;156
org.apache.commons.math.optimization.linear$SimplexSolver.solvePhase1(SimplexTableau);org/apache/commons/math/optimization/linear/SimplexSolver.java;158;181
org.apache.commons.math.optimization.linear$SimplexSolver.doOptimize();org/apache/commons/math/optimization/linear/SimplexSolver.java;183;198
org.apache.commons.math.optimization.linear$SimplexTableau.createTableau(boolean);org/apache/commons/math/optimization/linear/SimplexTableau.java;173;239
org.apache.commons.math.optimization.linear$SimplexTableau.dropPhase1Objective();org/apache/commons/math/optimization/linear/SimplexTableau.java;323;367
org.apache.commons.math.optimization.linear$SimplexTableau.getSolution();org/apache/commons/math/optimization/linear/SimplexTableau.java;391;425
org.apache.commons.math.optimization.linear$SimplexTableau.equals(Object);org/apache/commons/math/optimization/linear/SimplexTableau.java;564;585
org.apache.commons.math.optimization.linear$SimplexTableau.SimplexTableau(LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double);org/apache/commons/math/optimization/linear/SimplexTableau.java;104;118
org.apache.commons.math.optimization.linear$SimplexTableau.SimplexTableau(LinearObjectiveFunction,Collection<LinearConstraint>,GoalType,boolean,double,int);org/apache/commons/math/optimization/linear/SimplexTableau.java;120;148
org.apache.commons.math.util$MathUtils.checkNotNull(Object);org/apache/commons/math/util/MathUtils.java;322;333
