corpus_id;path;startLine;endLine
luigi.contrib.hadoop$flatten(sequence);luigi/contrib/hadoop.py;193;209
luigi.contrib.hdfs.abstract_client$HdfsFileSystem.rename_dont_move(self,path,dest);luigi/contrib/hdfs/abstract_client.py;41;61
luigi.contrib.hdfs.config$tmppath(path,include_unix_username);luigi/contrib/hdfs/config.py;98;140
luigi.contrib.redshift$S3CopyToTable.run(self);luigi/contrib/redshift.py;158;185
luigi.contrib.redshift$RedshiftManifestTask.run(self);luigi/contrib/redshift.py;311;327
luigi.contrib.redshift$KillOpenRedshiftSessions.host(self);luigi/contrib/redshift.py;348;350
luigi.contrib.redshift$KillOpenRedshiftSessions.database(self);luigi/contrib/redshift.py;352;354
luigi.contrib.redshift$KillOpenRedshiftSessions.user(self);luigi/contrib/redshift.py;356;358
luigi.contrib.redshift$KillOpenRedshiftSessions.password(self);luigi/contrib/redshift.py;360;362
luigi.contrib.redshift$KillOpenRedshiftSessions.update_id(self);luigi/contrib/redshift.py;364;369
luigi.contrib.redshift$KillOpenRedshiftSessions.run(self);luigi/contrib/redshift.py;386;423
luigi.contrib.spark$SparkSubmitTask.run(self);luigi/contrib/spark.py;229;248
luigi.contrib.spark$PySparkTask.run(self);luigi/contrib/spark.py;329;337
luigi.parameter$DateIntervalParameter.parse(self,s);luigi/parameter.py;486;502
luigi.parameter$TimeDeltaParameter.parse(self,input);luigi/parameter.py;548;560
luigi.six$iteritems(d,**kw);luigi/six.py;562;563
luigi.task$Task.get_params(cls);luigi/task.py;166;182
luigi.task$Task.get_param_values(cls,params,args,kwargs);luigi/task.py;184;234
luigi.task$Task.__init__(self,*args,**kwargs);luigi/task.py;236;268
