path,line,signature
com/google/javascript/rhino/jstype/JSTypeRegistry.java,697,"com.google.javascript.rhino.jstype$JSTypeRegistry.canPropertyBeDefined(JSType,String)"
com/google/javascript/rhino/jstype/ObjectType.java,289,
com/google/javascript/rhino/jstype/RecordType.java,67,
com/google/javascript/rhino/jstype/RecordType.java,69,
com/google/javascript/rhino/jstype/RecordType.java,83,"com.google.javascript.rhino.jstype$RecordType.RecordType(JSTypeRegistry,Map<String,RecordProperty>)"
com/google/javascript/rhino/jstype/RecordType.java,85,"com.google.javascript.rhino.jstype$RecordType.RecordType(JSTypeRegistry,Map<String,RecordProperty>)"
com/google/javascript/rhino/jstype/RecordType.java,92,"com.google.javascript.rhino.jstype$RecordType.RecordType(JSTypeRegistry,Map<String,RecordProperty>)"
com/google/javascript/rhino/jstype/RecordType.java,94,"com.google.javascript.rhino.jstype$RecordType.RecordType(JSTypeRegistry,Map<String,RecordProperty>)"
com/google/javascript/rhino/jstype/RecordType.java,101,
com/google/javascript/rhino/jstype/RecordType.java,151,com.google.javascript.rhino.jstype$RecordType.getGreatestSubtypeHelper(JSType)
com/google/javascript/rhino/jstype/RecordTypeBuilder.java,53,
com/google/javascript/rhino/jstype/RecordTypeBuilder.java,61,
com/google/javascript/rhino/jstype/RecordTypeBuilder.java,92,com.google.javascript.rhino.jstype$RecordTypeBuilder.build()
