corpus_id;path;startLine;endLine
org.apache.commons.cli$MissingOptionException.MissingOptionException(String);org/apache/commons/cli/MissingOptionException.java;28;37
org.apache.commons.cli$Option.setType(Object);org/apache/commons/cli/Option.java;196;204
org.apache.commons.cli$Option.setLongOpt(String);org/apache/commons/cli/Option.java;216;224
org.apache.commons.cli$Option.getDescription();org/apache/commons/cli/Option.java;265;273
org.apache.commons.cli$Option.hasArgName();org/apache/commons/cli/Option.java;325;335
org.apache.commons.cli$Option.Option(String,String);org/apache/commons/cli/Option.java;81;94
org.apache.commons.cli$OptionBuilder.isRequired();org/apache/commons/cli/OptionBuilder.java;137;147
org.apache.commons.cli$Options.addOption(String,String,boolean,String);org/apache/commons/cli/Options.java;120;136
org.apache.commons.cli$Options.addOption(Option);org/apache/commons/cli/Options.java;138;166
org.apache.commons.cli$Options.getOption(String);org/apache/commons/cli/Options.java;215;231
org.apache.commons.cli$ParseException.ParseException(String);org/apache/commons/cli/ParseException.java;27;36
org.apache.commons.cli$Parser.parse(Options,String[]);org/apache/commons/cli/Parser.java;58;72
org.apache.commons.cli$Parser.parse(Options,String[],Properties);org/apache/commons/cli/Parser.java;74;91
org.apache.commons.cli$Parser.parse(Options,String[],Properties,boolean);org/apache/commons/cli/Parser.java;115;228
org.apache.commons.cli$Parser.processProperties(Properties);org/apache/commons/cli/Parser.java;230;281
org.apache.commons.cli$Parser.checkRequiredOptions();org/apache/commons/cli/Parser.java;283;309
org.apache.commons.cli$Parser.processOption(String,ListIterator);org/apache/commons/cli/Parser.java;357;414
org.apache.commons.cli$PosixParser.flatten(Options,String[],boolean);org/apache/commons/cli/PosixParser.java;57;164
org.apache.commons.cli$PosixParser.process(String);org/apache/commons/cli/PosixParser.java;182;215
org.apache.commons.cli$PosixParser.processSingleHyphen(String);org/apache/commons/cli/PosixParser.java;217;226
