Method,FR,AR,Top1,Top2,Top3,Top4,Top5,WE,InputTokens,CachedTokens,OutputTokens,CostUSD
Agent4LR-M1R1-M1R1-M1R1,10.0,10.0,0,0,0,0,0,0.6923076923076923,8226,0,1011,0.000816
Agent4LR-M1R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,8226,0,1011,0.001440
Agent4LR-M1R1-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,8226,0,1221,0.001860
Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,8226,0,1524,0.002466
Agent4LR-M1R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,8226,0,1011,0.004561
Agent4LR-M1R1-M2R1-M1R1,5.0,5.0,0,0,0,0,1,0.3076923076923077,59231,5760,1215,0.012709
Agent4LR-M1R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,59231,5760,1215,0.014328
Agent4LR-M1R1-M2R2-M1R1,3.0,3.0,0,0,1,1,1,0.15384615384615385,33185,10624,1991,0.007510
Agent4LR-M1R1-M2R3-M1R1,9.5,9.5,0,0,0,0,0,0.6538461538461539,25456,0,5217,0.014294
Agent4LR-M1R1-M3R1-M1R1,9.5,9.5,0,0,0,0,0,0.6538461538461539,24868,5632,1191,0.021910
Agent4LR-M1R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,24868,5632,1191,0.026974
Agent4LR-M2R1-M1R1-M1R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,59082,11648,873,0.003735
Agent4LR-M2R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,59082,11648,873,0.005615
Agent4LR-M2R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,31084,2816,784,0.007346
Agent4LR-M2R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,31084,4480,784,0.008331
Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,31084,2816,1095,0.009327
Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,31084,2816,1979,0.011095
Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,31084,2816,784,0.015500
Agent4LR-M2R1-M2R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,19948,2688,1491,0.007364
Agent4LR-M2R1-M2R3-M2R1,1.0,1.0,1,1,1,1,1,0.0,21060,1664,3962,0.012815
Agent4LR-M2R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,18078,5888,776,0.015169
Agent4LR-M2R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,18078,5888,776,0.018695
Agent4LR-M2R2-M1R1-M1R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,22441,0,713,0.002257
Agent4LR-M2R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,9094,0,563,0.003400
Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,11328,0,1976,0.006784
Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,28183,4864,749,0.033000
Agent4LR-M2R3-M1R1-M1R1,2.0,2.0,0,1,1,1,1,0.07692307692307693,9279,0,978,0.002359
Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,19716,1664,1108,0.006771
Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,15159,1664,6606,0.016627
Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,16021,6016,1086,0.016599
Agent4LR-M3R1-M1R1-M1R1,10.0,10.0,0,0,0,0,0,0.6923076923076923,7488,0,765,0.008004
Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,7488,0,765,0.011454
Agent4LR-M3R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,48214,3712,947,0.019215
Agent4LR-M3R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,48214,3712,947,0.026749
Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,20879,3328,1665,0.014978
Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,17044,0,2795,0.019859
Agent4LR-M3R1-M3R1-M1R1,10.0,10.0,0,0,0,0,0,0.6923076923076923,19081,2432,909,0.025786
Agent4LR-M3R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,19081,2432,909,0.026522
Agent4LR-M3R1-M3R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,19081,2432,1102,0.026908
Agent4LR-M3R1-M3R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,19081,2432,2145,0.028994
Agent4LR-M3R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,19081,2432,909,0.030205
