path,line,signature
pandas/core/indexes/base.py,384,"pandas.core.indexes.base$Index.__new__(cls,data,dtype,copy,name,fastpath,tupleize_cols,**kwargs)"
pandas/core/indexes/numeric.py,15,
pandas/core/indexes/numeric.py,27,
pandas/core/indexes/numeric.py,48,"pandas.core.indexes.numeric$NumericIndex.__new__(cls,data,dtype,copy,name,fastpath)"
pandas/core/indexes/numeric.py,80,"pandas.core.indexes.numeric$NumericIndex.__new__(cls,data,dtype,copy,name,fastpath)"
pandas/core/indexes/range.py,17,
pandas/core/indexes/range.py,168,pandas.core.indexes.range$RangeIndex._validate_dtype(dtype)
pandas/core/indexes/range.py,169,pandas.core.indexes.range$RangeIndex._validate_dtype(dtype)
pandas/core/indexes/range.py,170,pandas.core.indexes.range$RangeIndex._validate_dtype(dtype)
pandas/core/indexes/range.py,171,pandas.core.indexes.range$RangeIndex._validate_dtype(dtype)
pandas/core/indexes/range.py,172,pandas.core.indexes.range$RangeIndex._validate_dtype(dtype)
pandas/core/indexes/range.py,173,
