corpus_id;path;startLine;endLine
httpie.client$get_response(args,config_dir);httpie/client.py;39;58
httpie.client$get_requests_kwargs(args,base_headers);httpie/client.py;94;147
httpie.core$main(args,env,error);httpie/core.py;70;202
httpie.downloads$Download.__init__(self,output_file,resume,progress_file);httpie/downloads.py;149;171
httpie.downloads$Download.pre_request(self,request_headers);httpie/downloads.py;173;189
httpie.downloads$Download.failed(self);httpie/downloads.py;267;268
httpie.downloads$ProgressReporterThread.__init__(self,status,output,tick,update_interval);httpie/downloads.py;328;343
httpie.input$HTTPieArgumentParser.parse_args(self,env,args,namespace);httpie/input.py;119;155
httpie.sessions$get_response(requests_session,session_name,config_dir,args,read_only);httpie/sessions.py;23;74
httpie.sessions$Session._get_path(self);httpie/sessions.py;92;93
httpie.sessions$Session.update_headers(self,request_headers);httpie/sessions.py;95;112
