Method,FR,AR,Top1,Top2,Top3,Top4,Top5,WE,InputTokens,CachedTokens,OutputTokens,CostUSD
Agent4LR-M1R1-M1R1-M1R1,12.0,12.0,0,0,0,0,0,0.6470588235294118,8731,2048,1162,0.000800
Agent4LR-M1R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,8731,2048,1162,0.001404
Agent4LR-M1R1-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,8731,2048,1500,0.002080
Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,8731,2048,2058,0.003196
Agent4LR-M1R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,8731,2048,1162,0.004424
Agent4LR-M1R1-M2R1-M1R1,4.0,4.0,0,0,0,1,1,0.17647058823529413,62080,11904,1408,0.012371
Agent4LR-M1R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,62080,10880,1408,0.013977
Agent4LR-M1R1-M2R2-M1R1,12.0,12.0,0,0,0,0,0,0.6470588235294118,20064,10368,1910,0.004174
Agent4LR-M1R1-M2R3-M1R1,12.0,12.0,0,0,0,0,0,0.6470588235294118,20607,12416,3779,0.007766
Agent4LR-M1R1-M3R1-M1R1,12.0,12.0,0,0,0,0,0,0.6470588235294118,39227,28160,1342,0.015831
Agent4LR-M1R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,39227,23808,1342,0.024201
Agent4LR-M2R1-M1R1-M1R1,12.0,12.0,0,0,0,0,0,0.6470588235294118,6745,1024,500,0.001339
Agent4LR-M2R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,6745,1024,500,0.001810
Agent4LR-M2R1-M2R1-M1R1,2.0,2.0,0,1,1,1,1,0.058823529411764705,41272,10112,688,0.008075
Agent4LR-M2R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,41272,10112,688,0.009419
Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,41272,10112,901,0.009845
Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,41272,10112,1606,0.011255
Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,41272,11264,688,0.014841
Agent4LR-M2R1-M2R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,17297,5120,1373,0.005918
Agent4LR-M2R1-M2R3-M2R1,1.0,1.0,1,1,1,1,1,0.0,25638,11776,5503,0.014766
Agent4LR-M2R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,40009,26496,716,0.020337
Agent4LR-M2R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,40009,23808,716,0.026126
Agent4LR-M2R2-M1R1-M1R1,12.0,12.0,0,0,0,0,0,0.6470588235294118,10624,1152,586,0.001583
Agent4LR-M2R2-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,10624,1152,895,0.002707
Agent4LR-M2R2-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,10624,1152,1366,0.003649
Agent4LR-M2R2-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,10624,1152,586,0.004616
Agent4LR-M2R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,43419,8192,710,0.010432
Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,12179,0,1488,0.006021
Agent4LR-M2R2-M2R2-M2R3,1.0,1.0,1,1,1,1,1,0.0,12179,0,2205,0.007455
Agent4LR-M2R2-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,12179,1280,1187,0.007839
Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,32666,20992,694,0.019783
Agent4LR-M2R3-M1R1-M1R1,12.0,12.0,0,0,0,0,0,0.6470588235294118,38809,24832,2363,0.005081
Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,19354,2688,2180,0.008594
Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,39846,15488,10469,0.027415
Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,37109,20480,2274,0.028961
Agent4LR-M3R1-M1R1-M1R1,5.0,5.0,0,0,0,0,1,0.23529411764705882,13054,5760,832,0.008310
Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,13054,4736,832,0.011976
Agent4LR-M3R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,18054,0,818,0.012491
Agent4LR-M3R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,18054,0,818,0.017100
Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,18054,11136,1175,0.011621
Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,22799,14720,4175,0.018384
Agent4LR-M3R1-M3R1-M1R1,2.0,2.0,0,1,1,1,1,0.058823529411764705,18054,4608,832,0.021962
Agent4LR-M3R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,18054,2944,832,0.022967
Agent4LR-M3R1-M3R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,18054,2944,1153,0.023609
Agent4LR-M3R1-M3R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,18054,2944,1689,0.024681
Agent4LR-M3R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,18054,2944,832,0.027575
