corpus_id;path;startLine;endLine
ansible.cli.galaxy$GalaxyCLI.__init__(self,args);ansible/cli/galaxy.py;102;112
ansible.cli.galaxy$GalaxyCLI.init_parser(self);ansible/cli/galaxy.py;114;187
ansible.cli.galaxy$GalaxyCLI.add_download_options(self,parser,parents);ansible/cli/galaxy.py;189;206
ansible.cli.galaxy$GalaxyCLI.add_init_options(self,parser,parents);ansible/cli/galaxy.py;208;233
ansible.cli.galaxy$GalaxyCLI.execute_init(self);ansible/cli/galaxy.py;760;888
ansible.cli.galaxy$GalaxyCLI.execute_install(self);ansible/cli/galaxy.py;950;1091
ansible.module_utils.common.collections$ImmutableDict.__iter__(self);ansible/module_utils/common/collections.py;22;23
ansible.module_utils.connection$Connection.__getattr__(self,name);ansible/module_utils/connection.py;124;130
ansible.module_utils.facts.compat$get_all_facts(module);ansible/module_utils/facts/compat.py;37;46
ansible.playbook$Playbook.get_loader(self);ansible/playbook/__init__.py;109;110
ansible.playbook.collectionsearch$_ensure_default_collection(collection_list);ansible/playbook/collectionsearch.py;12;29
ansible.playbook.collectionsearch$CollectionSearch._load_collections(self,attr,ds);ansible/playbook/collectionsearch.py;37;44
ansible.playbook.helpers$load_list_of_tasks(ds,play,block,role,task_include,use_handlers,variable_manager,loader);ansible/playbook/helpers.py;85;368
ansible.playbook.role.definition$RoleDefinition._load_role_path(self,role_name);ansible/playbook/role/definition.py;136;201
ansible.utils.collection_loader$AnsibleCollectionLoader.default_collection(self);ansible/utils/collection_loader.py;111;113
ansible.utils.singleton$Singleton.__call__(cls,*args,**kw);ansible/utils/singleton.py;21;29
