rank;signature;path;startLine;endLine;score
1;org.apache.commons.jxpath.ri.model.beans$NullPropertyPointer.setValue(Object);org/apache/commons/jxpath/ri/model/beans/NullPropertyPointer.java;80;103;1.0
2;org.apache.commons.jxpath.util$BasicTypeConverter.convert(Object,Class);org/apache/commons/jxpath/util/BasicTypeConverter.java;163;289;0.955312912648575
3;org.apache.commons.jxpath$JXPathContextFactory.findFactory(String,String);org/apache/commons/jxpath/JXPathContextFactory.java;150;241;0.9074415728521397
3;org.apache.commons.jxpath$XMLDocumentContainer.getValue();org/apache/commons/jxpath/XMLDocumentContainer.java;66;95;0.9074415728521397
3;org.apache.commons.jxpath.xml$DocumentContainer.DocumentContainer(URL,String);org/apache/commons/jxpath/xml/DocumentContainer.java;85;98;0.9074415728521397
8;org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.stringValue(Node);org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;635;661;0.8752641675501069
8;org.apache.commons.jxpath.ri.model.jdom$JDOMNodePointer.getValue();org/apache/commons/jxpath/ri/model/jdom/JDOMNodePointer.java;238;263;0.8752641675501069
206;org.apache.commons.jxpath.ri.parser$XPathParser.NCName();org/apache/commons/jxpath/ri/parser/XPathParser.java;29;147;0.40066417709042257
216;org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.getLanguage();org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;296;309;0.37278750823002926
216;org.apache.commons.jxpath.ri.model.jdom$JDOMNodePointer.getLanguage();org/apache/commons/jxpath/ri/model/jdom/JDOMNodePointer.java;435;449;0.37278750823002926
275;org.apache.commons.jxpath.ri.compiler$TreeCompiler.isNameAttributeTest(Expression);org/apache/commons/jxpath/ri/compiler/TreeCompiler.java;180;200;0.2493785080032208
299;org.apache.commons.jxpath.ri$NamespaceResolver.registerNamespace(String,String);org/apache/commons/jxpath/ri/NamespaceResolver.java;46;55;0.09175425443076361
299;org.apache.commons.jxpath.ri.model$NodePointer.equalStrings(String,String);org/apache/commons/jxpath/ri/model/NodePointer.java;363;365;0.09175425443076361
299;org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.getValue();org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;631;633;0.09175425443076361
299;org.apache.commons.jxpath.ri.parser$XPathParserTokenManager.jjMoveStringLiteralDfa1_0(long,long);org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java;480;535;0.09175425443076361
299;org.apache.commons.jxpath.ri.parser$XPathParserTokenManager.jjMoveStringLiteralDfa2_0(long,long,long,long);org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java;536;597;0.09175425443076361
299;org.apache.commons.jxpath.ri.parser$XPathParserTokenManager.jjMoveStringLiteralDfa3_0(long,long,long,long);org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java;598;658;0.09175425443076361
555;org.apache.commons.jxpath.ri.axes$AttributeContext.nextNode();org/apache/commons/jxpath/ri/axes/AttributeContext.java;70;90;0.0
555;org.apache.commons.jxpath.ri.compiler$CoreOperationCompare.contains(Iterator,Object);org/apache/commons/jxpath/ri/compiler/CoreOperationCompare.java;85;93;0.0
555;org.apache.commons.jxpath.ri.compiler$LocationPath.computeContextDependent();org/apache/commons/jxpath/ri/compiler/LocationPath.java;39;41;0.0
555;org.apache.commons.jxpath.ri.parser$XPathParser.jj_3R_17();org/apache/commons/jxpath/ri/parser/XPathParser.java;3138;3153;0.0
555;org.apache.commons.jxpath.ri.parser$XPathParser.jj_3R_58();org/apache/commons/jxpath/ri/parser/XPathParser.java;3124;3128;0.0
