corpus_id;path;startLine;endLine
org.apache.commons.compress.archivers.zip$ExtraFieldUtils.createExtraField(ZipShort);org/apache/commons/compress/archivers/zip/ExtraFieldUtils.java;71;88
org.apache.commons.compress.archivers.zip$X7875_NewUnix.trimLeadingZeroesForceMinLength(byte[]);org/apache/commons/compress/archivers/zip/X7875_NewUnix.java;271;337
org.apache.commons.compress.archivers.zip$Zip64ExtendedInformationExtraField.getCentralDirectoryData();org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java;168;181
org.apache.commons.compress.archivers.zip$Zip64ExtendedInformationExtraField.parseFromLocalFileData(byte[],int,int);org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java;183;211
org.apache.commons.compress.archivers.zip$Zip64ExtendedInformationExtraField.parseFromCentralDirectoryData(byte[],int,int);org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java;213;238
org.apache.commons.compress.archivers.zip$Zip64ExtendedInformationExtraField.reparseCentralDirectoryData(boolean,boolean,boolean,boolean);org/apache/commons/compress/archivers/zip/Zip64ExtendedInformationExtraField.java;240;287
org.apache.commons.compress.archivers.zip$ZipArchiveOutputStream.rewriteSizesAndCrc(boolean);org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java;533;581
org.apache.commons.compress.archivers.zip$ZipArchiveOutputStream.writeLocalFileHeader(ZipArchiveEntry);org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java;866;950
org.apache.commons.compress.archivers.zip$ZipArchiveOutputStream.writeCentralFileHeader(ZipArchiveEntry);org/apache/commons/compress/archivers/zip/ZipArchiveOutputStream.java;1010;1127
org.apache.commons.compress.archivers.zip$ZipEightByteInteger.getLongValue(byte[],int);org/apache/commons/compress/archivers/zip/ZipEightByteInteger.java;158;167
org.apache.commons.compress.archivers.zip$ZipEightByteInteger.getLongValue(byte[]);org/apache/commons/compress/archivers/zip/ZipEightByteInteger.java;190;197
org.apache.commons.compress.archivers.zip$ZipFile.populateFromCentralDirectory();org/apache/commons/compress/archivers/zip/ZipFile.java;472;504
org.apache.commons.compress.archivers.zip$ZipFile.readCentralDirectoryEntry(Map<ZipArchiveEntry,NameAndComment>);org/apache/commons/compress/archivers/zip/ZipFile.java;506;593
org.apache.commons.compress.archivers.zip$ZipFile.setSizesAndOffsetFromZip64Extra(ZipArchiveEntry,OffsetEntry,int);org/apache/commons/compress/archivers/zip/ZipFile.java;595;641
org.apache.commons.compress.archivers.zip$ZipFile.positionAtCentralDirectory();org/apache/commons/compress/archivers/zip/ZipFile.java;735;762
org.apache.commons.compress.archivers.zip$ZipFile.positionAtCentralDirectory64();org/apache/commons/compress/archivers/zip/ZipFile.java;764;788
org.apache.commons.compress.archivers.zip$ZipFile.ZipFile(File);org/apache/commons/compress/archivers/zip/ZipFile.java;146;155
org.apache.commons.compress.archivers.zip$ZipFile.ZipFile(File,String);org/apache/commons/compress/archivers/zip/ZipFile.java;182;194
org.apache.commons.compress.archivers.zip$ZipFile.ZipFile(File,String,boolean);org/apache/commons/compress/archivers/zip/ZipFile.java;196;231
