corpus_id;path;startLine;endLine
org.jsoup$Jsoup.parseBodyFragment(String,String);org/jsoup/Jsoup.java;138;149
org.jsoup$Jsoup.clean(String,String,Whitelist);org/jsoup/Jsoup.java;186;202
org.jsoup$Jsoup.clean(String,String,Whitelist,Document.OutputSettings);org/jsoup/Jsoup.java;218;238
org.jsoup$Jsoup.isValid(String,Whitelist);org/jsoup/Jsoup.java;240;251
org.jsoup.examples$HtmlToPlainText.main(String);org/jsoup/examples/HtmlToPlainText.java;34;54
org.jsoup.nodes$Comment.toString();org/jsoup/nodes/Comment.java;45;48
org.jsoup.nodes$Entities.getByName(String);org/jsoup/nodes/Entities.java;114;128
org.jsoup.parser$HtmlTreeBuilder.parseFragment(String,Element,String,ParseErrorList,ParseSettings);org/jsoup/parser/HtmlTreeBuilder.java;59;108
org.jsoup.parser$HtmlTreeBuilderState.process(Token,HtmlTreeBuilder);org/jsoup/parser/HtmlTreeBuilderState.java;13;34
org.jsoup.parser$Parser.parseBodyFragment(String,String);org/jsoup/parser/Parser.java;142;162
org.jsoup.parser.Token$Tag.getAttributes();org/jsoup/parser/Token.java;149;152
org.jsoup.safety$Cleaner.isValid(Document);org/jsoup/safety/Cleaner.java;62;79
org.jsoup.safety.Cleaner$CleaningVisitor.head(Node,int);org/jsoup/safety/Cleaner.java;95;120
org.jsoup.safety$Whitelist.addTags(String);org/jsoup/safety/Whitelist.java;198;212
org.jsoup.safety$Whitelist.addProtocols(String,String,String);org/jsoup/safety/Whitelist.java;394;438
org.jsoup.safety$Whitelist.isSafeAttribute(String,Element,Attribute);org/jsoup/safety/Whitelist.java;489;521
org.jsoup.safety$Whitelist.getEnforcedAttributes(String);org/jsoup/safety/Whitelist.java;556;566
org.jsoup.safety.Whitelist$Protocol.valueOf(String);org/jsoup/safety/Whitelist.java;605;607
org.jsoup.safety.Whitelist$Protocol.Protocol(String);org/jsoup/safety/Whitelist.java;601;603
