path,line,signature
black.py,48,
black.py,142,
black.py,143,
black.py,144,
black.py,145,
black.py,156,
black.py,163,
black.py,751,black$get_grammars(target_versions)
black.py,755,black$get_grammars(target_versions)
black.py,756,black$get_grammars(target_versions)
black.py,757,black$get_grammars(target_versions)
black.py,761,black$get_grammars(target_versions)
black.py,764,black$get_grammars(target_versions)
black.py,772,"black$lib2to3_parse(src_txt,target_versions)"
black.py,773,"black$lib2to3_parse(src_txt,target_versions)"
blib2to3/pgen2/driver.py,32,"blib2to3.pgen2.driver$Driver.__init__(self,grammar,convert,logger)"
blib2to3/pgen2/driver.py,100,"blib2to3.pgen2.driver$Driver.parse_stream_raw(self,stream,debug)"
blib2to3/pgen2/driver.py,114,"blib2to3.pgen2.driver$Driver.parse_string(self,text,debug)"
blib2to3/pgen2/tokenize.py,31,
blib2to3/pgen2/tokenize.py,137,
blib2to3/pgen2/tokenize.py,337,blib2to3.pgen2.tokenize$generate_tokens(readline)
blib2to3/pgen2/tokenize.py,356,blib2to3.pgen2.tokenize$generate_tokens(readline)
blib2to3/pgen2/tokenize.py,509,blib2to3.pgen2.tokenize$generate_tokens(readline)
tests/data/python37.py,14,
tests/data/python37.py,39,
