corpus_id;path;startLine;endLine
examples.7zx$main();examples/7zx.py;38;113
setup$find_packages(where);setup.py;9;13
tqdm._main$cast(val,typ);tqdm/_main.py;9;34
tqdm._monitor$TMonitor.run(self);tqdm/_monitor.py;62;96
tqdm._tqdm$tqdm.status_printer(file);tqdm/_tqdm.py;232;253
tqdm._tqdm$tqdm.format_meter(n,total,elapsed,ncols,prefix,ascii,unit,unit_scale,rate,bar_format,postfix,unit_divisor,**extra_kwargs);tqdm/_tqdm.py;255;457
tqdm._tqdm$tqdm.__init__(self,iterable,desc,total,leave,file,ncols,mininterval,maxinterval,miniters,ascii,disable,unit,unit_scale,dynamic_ncols,smoothing,bar_format,initial,position,postfix,unit_divisor,write_bytes,gui,**kwargs);tqdm/_tqdm.py;706;948
tqdm._tqdm$tqdm.__len__(self);tqdm/_tqdm.py;950;954
tqdm._tqdm$tqdm.__enter__(self);tqdm/_tqdm.py;956;957
tqdm._tqdm$tqdm.__iter__(self);tqdm/_tqdm.py;976;1059
tqdm._tqdm$tqdm.update(self,n);tqdm/_tqdm.py;1061;1135
tqdm._tqdm$trange(*args,**kwargs);tqdm/_tqdm.py;1328;1333
tqdm._utils$_is_ascii(s);tqdm/_utils.py;190;196
