corpus_id;path;startLine;endLine
org.apache.commons.codec$EncoderException.EncoderException();org/apache/commons/codec/EncoderException.java;36;44
org.apache.commons.codec$EncoderException.EncoderException(String);org/apache/commons/codec/EncoderException.java;46;55
org.apache.commons.codec$EncoderException.EncoderException(String,Throwable);org/apache/commons/codec/EncoderException.java;57;74
org.apache.commons.codec.digest$Sha2Crypt.sha2Crypt(byte[],String,String,int,String);org/apache/commons/codec/digest/Sha2Crypt.java;108;507
org.apache.commons.codec.language$DaitchMokotoffSoundex.soundex(String,boolean);org/apache/commons/codec/language/DaitchMokotoffSoundex.java;475;560
org.apache.commons.codec.language$Nysiis.nysiis(String);org/apache/commons/codec/language/Nysiis.java;240;317
org.apache.commons.codec.language$RefinedSoundex.getMappingCode(char);org/apache/commons/codec/language/RefinedSoundex.java;152;166
org.apache.commons.codec.language$RefinedSoundex.soundex(String);org/apache/commons/codec/language/RefinedSoundex.java;168;204
org.apache.commons.codec.language$Soundex.difference(String,String);org/apache/commons/codec/language/Soundex.java;112;133
org.apache.commons.codec.language$Soundex.encode(String);org/apache/commons/codec/language/Soundex.java;156;168
org.apache.commons.codec.language$Soundex.getMappingCode(String,int);org/apache/commons/codec/language/Soundex.java;170;198
org.apache.commons.codec.language$Soundex.getSoundexMapping();org/apache/commons/codec/language/Soundex.java;211;218
org.apache.commons.codec.language$Soundex.map(char);org/apache/commons/codec/language/Soundex.java;220;235
org.apache.commons.codec.language$Soundex.soundex(String);org/apache/commons/codec/language/Soundex.java;249;282
org.apache.commons.codec.language$Soundex.Soundex();org/apache/commons/codec/language/Soundex.java;75;83
org.apache.commons.codec.language$SoundexUtils.clean(String);org/apache/commons/codec/language/SoundexUtils.java;33;57
