path,line,signature
youtube_dl/extractor/clipsyndicate.py,6,
youtube_dl/extractor/clipsyndicate.py,36,"youtube_dl.extractor.clipsyndicate$ClipsyndicateIE._real_extract(self,url)"
youtube_dl/extractor/metacritic.py,7,
youtube_dl/extractor/metacritic.py,30,"youtube_dl.extractor.metacritic$MetacriticIE._real_extract(self,url)"
youtube_dl/extractor/mtv.py,5,
youtube_dl/extractor/mtv.py,86,"youtube_dl.extractor.mtv$MTVServicesInfoExtractor._get_videos_info(self,uri)"
youtube_dl/extractor/mtv.py,87,"youtube_dl.extractor.mtv$MTVServicesInfoExtractor._get_videos_info(self,uri)"
youtube_dl/extractor/mtv.py,88,"youtube_dl.extractor.mtv$MTVServicesInfoExtractor._get_videos_info(self,uri)"
youtube_dl/extractor/mtv.py,91,"youtube_dl.extractor.mtv$MTVServicesInfoExtractor._get_videos_info(self,uri)"
youtube_dl/utils.py,1095,youtube_dl.utils$fix_xml_all_ampersand(xml_str)
youtube_dl/utils.py,1097,youtube_dl.utils$fix_xml_all_ampersand(xml_str)
