path,line,signature
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,67,
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,135,"org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.BZip2CompressorInputStream(InputStream,boolean)"
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,199,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.read0()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,205,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.read0()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,211,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.read0()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,215,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.read0()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,222,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.read0()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,226,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.read0()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,232,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.read0()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,853,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.setupRandPartA()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,871,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.setupNoRandPartA()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,913,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.setupRandPartC()
org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java,942,org.apache.commons.compress.compressors.bzip2$BZip2CompressorInputStream.setupNoRandPartC()
