corpus_id;path;startLine;endLine
spacy.cli.download$get_json(url,desc);spacy/cli/download.py;94;105
spacy.cli.init_model$read_clusters(clusters_loc);spacy/cli/init_model.py;258;284
spacy.cli.validate$validate();spacy/cli/validate.py;15;86
spacy.errors$add_codes(err_cls);spacy/errors.py;5;13
spacy.scorer$PRFScore.__init__(self);spacy/scorer.py;15;18
spacy.util$get_lang_class(lang);spacy/util.py;66;81
spacy.util$get_data_path(require_exists);spacy/util.py;93;102
spacy.util$set_data_path(path);spacy/util.py;105;111
spacy.util$make_layer(arch_config);spacy/util.py;114;116
spacy.util$ensure_path(path);spacy/util.py;119;128
spacy.util$load_language_data(path);spacy/util.py;131;144
