corpus_id;path;startLine;endLine
com.fasterxml.jackson.core$JsonFactory.createNonBlockingByteArrayParser();com/fasterxml/jackson/core/JsonFactory.java;1070;1091
com.fasterxml.jackson.core$JsonFactory._createNonBlockingContext(Object);com/fasterxml/jackson/core/JsonFactory.java;1688;1699
com.fasterxml.jackson.core$JsonLocation.getCharOffset();com/fasterxml/jackson/core/JsonLocation.java;91;95
com.fasterxml.jackson.core$JsonLocation.getByteOffset();com/fasterxml/jackson/core/JsonLocation.java;97;104
com.fasterxml.jackson.core.json$ReaderBasedJsonParser.nextFieldName();com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java;892;2634
com.fasterxml.jackson.core.json$ReaderBasedJsonParser._isNextTokenNameYes(int);com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java;990;2611
com.fasterxml.jackson.core.json$ReaderBasedJsonParser._isNextTokenNameMaybe(int,String);com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java;1037;2595
com.fasterxml.jackson.core.json$UTF8StreamJsonParser.nextToken();com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java;682;3770
com.fasterxml.jackson.core.json$UTF8StreamJsonParser._nextTokenNotInObject(int);com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java;804;3762
com.fasterxml.jackson.core.json.async$NonBlockingJsonParser.getNonBlockingInputFeeder();com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java;77;80
com.fasterxml.jackson.core.json.async$NonBlockingJsonParser.feedInput(byte[],int,int);com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java;87;112
com.fasterxml.jackson.core.json.async$NonBlockingJsonParser._startDocument(int);com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java;420;456
com.fasterxml.jackson.core.json.async$NonBlockingJsonParser._startValue(int);com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java;588;647
com.fasterxml.jackson.core.json.async$NonBlockingJsonParser.NonBlockingJsonParser(IOContext,int,ByteQuadsCanonicalizer);com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java;65;69
com.fasterxml.jackson.core.json.async$NonBlockingJsonParserBase.getCurrentLocation();com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase.java;339;348
com.fasterxml.jackson.core.json.async$NonBlockingJsonParserBase.getTokenLocation();com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase.java;350;355
com.fasterxml.jackson.core.json.async$NonBlockingJsonParserBase._startArrayScope();com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase.java;570;576
