corpus_id;path;startLine;endLine
org.apache.commons.csv$CSVFormat.getCommentStart();org/apache/commons/csv/CSVFormat.java;390;397
org.apache.commons.csv$CSVFormat.getSkipHeaderRecord();org/apache/commons/csv/CSVFormat.java;490;497
org.apache.commons.csv$CSVFormat.validate();org/apache/commons/csv/CSVFormat.java;610;652
org.apache.commons.csv$CSVFormat.withHeader(String);org/apache/commons/csv/CSVFormat.java;735;755
org.apache.commons.csv$CSVParser.parse(String,CSVFormat);org/apache/commons/csv/CSVParser.java;156;174
org.apache.commons.csv$CSVParser.initializeHeader();org/apache/commons/csv/CSVParser.java;336;369
org.apache.commons.csv$CSVParser.isClosed();org/apache/commons/csv/CSVParser.java;371;373
org.apache.commons.csv$CSVParser.iterator();org/apache/commons/csv/CSVParser.java;375;429
org.apache.commons.csv$CSVParser.getNextRecord();org/apache/commons/csv/CSVParser.java;387;394
org.apache.commons.csv$CSVParser.next();org/apache/commons/csv/CSVParser.java;407;423
org.apache.commons.csv$CSVParser.nextRecord();org/apache/commons/csv/CSVParser.java;431;480
org.apache.commons.csv$CSVParser.CSVParser(Reader,CSVFormat);org/apache/commons/csv/CSVParser.java;220;245
org.apache.commons.csv$CSVPrinter.printAndQuote(Object,CharSequence,int,int);org/apache/commons/csv/CSVPrinter.java;168;432
org.apache.commons.csv$CSVRecord.get(int);org/apache/commons/csv/CSVRecord.java;70;79
org.apache.commons.csv$CSVRecord.get(String);org/apache/commons/csv/CSVRecord.java;81;111
org.apache.commons.csv$CSVRecord.putIn(M);org/apache/commons/csv/CSVRecord.java;173;185
org.apache.commons.csv$CSVRecord.toMap();org/apache/commons/csv/CSVRecord.java;206;213
org.apache.commons.csv$CSVRecord.CSVRecord(String[],Map<String,Integer>,String,long);org/apache/commons/csv/CSVRecord.java;51;57
