corpus_id;path;startLine;endLine
spacy.cli.debug_data$debug_data(lang,train_path,dev_path,base_model,pipeline,ignore_warnings,verbose,no_format);spacy/cli/debug_data.py;25;519
spacy.cli.download$download(model,direct,*pip_args);spacy/cli/download.py;16;81
spacy.cli.package$generate_meta(model_path,existing_meta,msg);spacy/cli/package.py;85;116
spacy.cli.pretrain$pretrain(texts_loc,vectors_model,output_dir,width,depth,bilstm_depth,cnn_pieces,sa_depth,use_chars,cnn_window,embed_rows,loss_func,use_vectors,dropout,n_iter,batch_size,max_length,min_length,seed,n_save_every,init_tok2vec,epoch_start);spacy/cli/pretrain.py;26;249
spacy.cli.train$train(lang,output_path,train_path,dev_path,raw_text,base_model,pipeline,vectors,n_iter,n_early_stopping,n_examples,use_gpu,version,meta_path,init_tok2vec,parser_multitasks,entity_multitasks,noise_level,orth_variant_level,eval_beam_widths,gold_preproc,learn_tokens,textcat_multilabel,textcat_arch,textcat_positive_label,verbose,debug);spacy/cli/train.py;23;498
spacy.language$BaseDefaults.create_tokenizer(cls,nlp);spacy/language.py;80;101
spacy.language$Language.__init__(self,vocab,make_doc,max_length,meta,**kwargs);spacy/language.py;136;177
spacy.language$Language.path(self);spacy/language.py;179;181
spacy.language$Language.pipe_names(self);spacy/language.py;238;244
spacy.language$Language.add_pipe(self,component,name,before,after,first,last);spacy/language.py;300;348
spacy.language$Language.evaluate(self,docs_golds,verbose,batch_size,scorer,component_cfg);spacy/language.py;652;692
spacy.language$Language.pipe(self,texts,as_tuples,n_threads,batch_size,disable,cleanup,component_cfg,n_process);spacy/language.py;726;833
spacy.language$Language._multiprocessing_pipe(self,texts,pipes,n_process,batch_size);spacy/language.py;835;873
