Method,FR,AR,Top1,Top2,Top3,Top4,Top5,WE,InputTokens,CachedTokens,OutputTokens,CostUSD
Agent4LR-M1R1-M1R1-M1R1,2.0,2.0,0,1,1,1,1,0.07142857142857142,10643,0,564,0.000758
Agent4LR-M1R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,10643,0,564,0.001258
Agent4LR-M1R1-M1R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,10643,0,732,0.001594
Agent4LR-M1R1-M1R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,10643,0,2693,0.005516
Agent4LR-M1R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,10643,0,564,0.003759
Agent4LR-M1R1-M2R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,22270,1664,708,0.005045
Agent4LR-M1R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,22270,3328,708,0.005382
Agent4LR-M1R1-M2R2-M1R1,1.0,1.0,1,1,1,1,1,0.0,8442,0,1542,0.003861
Agent4LR-M1R1-M2R3-M1R1,1.0,1.0,1,1,1,1,1,0.0,10639,1664,5111,0.011447
Agent4LR-M1R1-M3R1-M1R1,1.0,1.0,1,1,1,1,1,0.0,12942,3712,628,0.010047
Agent4LR-M1R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,12942,5632,628,0.011006
Agent4LR-M2R1-M1R1-M1R1,9.5,9.5,0,0,0,0,0,0.6071428571428571,5313,0,264,0.000837
Agent4LR-M2R1-M1R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,5313,0,264,0.001219
Agent4LR-M2R1-M2R1-M1R1,9.5,9.5,0,0,0,0,0,0.6071428571428571,15050,0,394,0.003947
Agent4LR-M2R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,15050,0,394,0.004550
Agent4LR-M2R1-M2R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,15050,0,838,0.005439
Agent4LR-M2R1-M2R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,15050,0,760,0.005282
Agent4LR-M2R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,15050,1664,394,0.005696
Agent4LR-M2R1-M2R2-M2R1,1.0,1.0,1,1,1,1,1,0.0,11542,0,1521,0.005928
Agent4LR-M2R1-M2R3-M2R1,1.0,1.0,1,1,1,1,1,0.0,9433,0,3877,0.010112
Agent4LR-M2R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,11542,2944,372,0.010126
Agent4LR-M2R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,11542,2944,372,0.012509
Agent4LR-M2R2-M1R1-M1R1,10.0,10.0,0,0,0,0,0,0.6428571428571429,14359,0,481,0.001528
Agent4LR-M2R2-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,23228,3200,583,0.006253
Agent4LR-M2R2-M2R2-M2R2,1.0,1.0,1,1,1,1,1,0.0,11218,0,959,0.004723
Agent4LR-M2R2-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,11218,2944,481,0.012434
Agent4LR-M2R3-M1R1-M1R1,10.0,10.0,0,0,0,0,0,0.6428571428571429,39744,0,1804,0.005185
Agent4LR-M2R3-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,29477,1664,1731,0.010457
Agent4LR-M2R3-M2R3-M2R3,1.0,1.0,1,1,1,1,1,0.0,14608,3328,6590,0.016083
Agent4LR-M2R3-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,17300,4224,1679,0.021280
Agent4LR-M3R1-M1R1-M1R1,10.0,10.0,0,0,0,0,0,0.6428571428571429,6140,0,591,0.006341
Agent4LR-M3R1-M1R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,6140,0,591,0.008942
Agent4LR-M3R1-M2R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,20377,3328,743,0.010662
Agent4LR-M3R1-M2R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,20377,3328,743,0.014094
Agent4LR-M3R1-M2R2-M3R1,1.0,1.0,1,1,1,1,1,0.0,6548,1408,1073,0.009402
Agent4LR-M3R1-M2R3-M3R1,1.0,1.0,1,1,1,1,1,0.0,10994,1792,2670,0.013475
Agent4LR-M3R1-M3R1-M1R1,10.5,10.5,0,0,0,0,0,0.6785714285714286,8726,0,627,0.014209
Agent4LR-M3R1-M3R1-M2R1,1.0,1.0,1,1,1,1,1,0.0,8726,0,627,0.014703
Agent4LR-M3R1-M3R1-M2R2,1.0,1.0,1,1,1,1,1,0.0,8726,0,798,0.015045
Agent4LR-M3R1-M3R1-M2R3,1.0,1.0,1,1,1,1,1,0.0,8726,0,1174,0.015797
Agent4LR-M3R1-M3R1-M3R1,1.0,1.0,1,1,1,1,1,0.0,8726,1792,627,0.015161
