corpus_id;path;startLine;endLine
org.apache.commons.jxpath$JXPathException.getMessage();org/apache/commons/jxpath/JXPathException.java;80;99
org.apache.commons.jxpath$JXPathException.getCause();org/apache/commons/jxpath/JXPathException.java;111;116
org.apache.commons.jxpath.ri$EvalContext.performIteratorStep();org/apache/commons/jxpath/ri/EvalContext.java;132;149
org.apache.commons.jxpath.ri$JXPathContextReferenceImpl.registerNamespace(String,String);org/apache/commons/jxpath/ri/JXPathContextReferenceImpl.java;645;650
org.apache.commons.jxpath.ri$NamespaceResolver.clone();org/apache/commons/jxpath/ri/NamespaceResolver.java;159;174
org.apache.commons.jxpath.ri.axes$SimplePathInterpreter.getNodeIterator(EvalContext,NodePointer,Step);org/apache/commons/jxpath/ri/axes/SimplePathInterpreter.java;790;814
org.apache.commons.jxpath.ri.compiler$CoreFunction.functionCount(EvalContext);org/apache/commons/jxpath/ri/compiler/CoreFunction.java;304;329
org.apache.commons.jxpath.ri.model.dom$DOMAttributeIterator.getAttribute(Element,QName);org/apache/commons/jxpath/ri/model/dom/DOMAttributeIterator.java;106;133
org.apache.commons.jxpath.ri.model.dom$DOMNamespaceIterator.collectNamespaces(List,Node);org/apache/commons/jxpath/ri/model/dom/DOMNamespaceIterator.java;46;67
org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.equalStrings(String,String);org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;139;146
org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.getNamespaceURI(String);org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;186;235
org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.createAttribute(JXPathContext,QName);org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;404;426
org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.asPath();org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;436;498
org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.escape(String);org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;500;518
org.apache.commons.jxpath.ri.model.dom$DOMNodePointer.getPrefix(Node);org/apache/commons/jxpath/ri/model/dom/DOMNodePointer.java;581;590
org.apache.commons.jxpath.ri.model.jdom$JDOMAttributeIterator.JDOMAttributeIterator(NodePointer,QName);org/apache/commons/jxpath/ri/model/jdom/JDOMAttributeIterator.java;41;85
org.apache.commons.jxpath.ri.model.jdom$JDOMNodePointer.createAttribute(JXPathContext,QName);org/apache/commons/jxpath/ri/model/jdom/JDOMNodePointer.java;516;543
org.apache.commons.jxpath.ri.parser$XPathParser.jj_3R_154();org/apache/commons/jxpath/ri/parser/XPathParser.java;3177;3181
org.apache.commons.jxpath.ri.parser$XPathParser.jj_3R_133();org/apache/commons/jxpath/ri/parser/XPathParser.java;3205;3216
org.apache.commons.jxpath.ri.parser$XPathParserTokenManager.jjMoveStringLiteralDfa0_0();org/apache/commons/jxpath/ri/parser/XPathParserTokenManager.java;402;479
