rank;signature;path;startLine;endLine;score
1;org.mockito.internal.verification.checkers$MissingInvocationInOrderChecker.check(List<Invocation>,InvocationMatcher,VerificationMode,InOrderContext);org/mockito/internal/verification/checkers/MissingInvocationInOrderChecker.java;33;65;1.0
2;org.mockito.internal.creation.jmock$ClassImposterizer.imposterise(MethodInterceptor,Class<T>,Class<?>);org/mockito/internal/creation/jmock/ClassImposterizer.java;59;72;0.5505848777990026
3;org.mockito.internal.handler$MockHandlerImpl.handle(Invocation);org/mockito/internal/handler/MockHandlerImpl.java;46;103;0.45781155907135956
4;org.mockito.internal.stubbing.defaultanswers$ReturnsEmptyValues.returnValueFor(Class<?>);org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java;83;121;0.4506833342959397
5;org.mockito.exceptions$Reporter.invalidArgumentPositionRangeAtInvocationTime(InvocationOnMock,boolean,int);org/mockito/exceptions/Reporter.java;702;713;0.4369396678085116
7;org.mockito.internal.stubbing.defaultanswers$ReturnsEmptyValues.answer(InvocationOnMock);org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java;60;81;0.41912957674673446
21;org.mockito.internal.stubbing.defaultanswers$ReturnsSmartNulls.answer(InvocationOnMock);org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls.java;42;53;0.3006177761377245
25;org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowsSmartNullPointer.answer(InvocationOnMock);org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls.java;64;72;0.2792216842724149
39;org.mockito.internal.configuration.injection$SpyOnInjectedFieldsHandler.processInjection(Field,Object,Set<Object>);org/mockito/internal/configuration/injection/SpyOnInjectedFieldsHandler.java;30;56;0.23304321635336908
65;org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator.instantiate();org/mockito/internal/util/reflection/FieldInitializer.java;231;256;0.1937975399657014
126;org.mockito.internal.stubbing.defaultanswers$ReturnsMocks.answer(InvocationOnMock);org/mockito/internal/stubbing/defaultanswers/ReturnsMocks.java;21;28;0.14999960526903597
126;org.mockito.internal.stubbing.defaultanswers$ReturnsMoreEmptyValues.answer(InvocationOnMock);org/mockito/internal/stubbing/defaultanswers/ReturnsMoreEmptyValues.java;53;64;0.14999960526903597
232;org.mockito.internal.stubbing.defaultanswers$ReturnsMocks.returnValueFor(Class<?>);org/mockito/internal/stubbing/defaultanswers/ReturnsMocks.java;30;36;0.09468216541861851
273;org.mockito.internal.configuration.injection.ConstructorInjection$SimpleArgumentResolver.objectThatIsAssignableFrom(Class<?>);org/mockito/internal/configuration/injection/ConstructorInjection.java;84;89;0.08786299936826747
273;org.mockito.internal.configuration.injection.ConstructorInjection$SimpleArgumentResolver.resolveTypeInstances(Class<?>);org/mockito/internal/configuration/injection/ConstructorInjection.java;76;82;0.08786299936826747
459;org.mockito.internal.configuration.injection$MockInjectionStrategy.process(Field,Object,Set<Object>);org/mockito/internal/configuration/injection/MockInjectionStrategy.java;49;72;0.024827181250789202
459;org.mockito.internal.configuration.injection$MockInjectionStrategy.relayProcessToNextStrategy(Field,Object,Set<Object>);org/mockito/internal/configuration/injection/MockInjectionStrategy.java;88;90;0.024827181250789202
459;org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection.apply();org/mockito/internal/configuration/injection/MockInjection.java;90;95;0.024827181250789202
607;org.mockito.internal.progress$HandyReturnValues.returnNull();org/mockito/internal/progress/HandyReturnValues.java;27;29;0.0
