corpus_id;path;startLine;endLine
release$get_new_setup_py_lines();release.py;10;20
thefuck.logs$how_to_configure_alias(configuration_details);thefuck/logs.py;82;95
thefuck.rules.git_fix_stash$match(command);thefuck/rules/git_fix_stash.py;6;12
thefuck.rules.git_fix_stash$get_new_command(command);thefuck/rules/git_fix_stash.py;26;36
thefuck.rules.git_push$match(command);thefuck/rules/git_push.py;5;8
thefuck.rules.git_push$get_new_command(command);thefuck/rules/git_push.py;11;30
thefuck.rules.git_push_force$get_new_command(command);thefuck/rules/git_push_force.py;13;15
thefuck.rules.git_push_pull$match(command);thefuck/rules/git_push_pull.py;6;14
thefuck.rules.git_push_pull$get_new_command(command);thefuck/rules/git_push_pull.py;17;20
thefuck.shells.generic$Generic.split_command(self,command);thefuck/shells/generic.py;66;70
thefuck.specific.git$git_support(fn,command);thefuck/specific/git.py;7;32
thefuck.types$Command.__init__(self,script,stdout,stderr);thefuck/types.py;17;27
thefuck.utils$replace_argument(script,from_,to);thefuck/utils.py;121;129
