corpus_id;path;startLine;endLine
org.apache.commons.lang$StringUtils.leftPad(String,int,char);org/apache/commons/lang/StringUtils.java;3843;3876
org.apache.commons.lang.time$DateUtils.parseDate(String,String[]);org/apache/commons/lang/time/DateUtils.java;239;272
org.apache.commons.lang.time$DateUtils.addMonths(Date,int);org/apache/commons/lang/time/DateUtils.java;289;300
org.apache.commons.lang.time$DateUtils.addDays(Date,int);org/apache/commons/lang/time/DateUtils.java;317;328
org.apache.commons.lang.time$DateUtils.modify(Calendar,int,boolean);org/apache/commons/lang/time/DateUtils.java;612;744
org.apache.commons.lang.time$DateUtils.iterator(Calendar,int);org/apache/commons/lang/time/DateUtils.java;780;874
org.apache.commons.lang.time$DurationFormatUtils.formatPeriod(long,long,String);org/apache/commons/lang/time/DurationFormatUtils.java;237;248
org.apache.commons.lang.time$DurationFormatUtils.formatPeriod(long,long,String,boolean,TimeZone);org/apache/commons/lang/time/DurationFormatUtils.java;250;361
org.apache.commons.lang.time$DurationFormatUtils.format(Token[],int,int,int,int,int,int,int,boolean);org/apache/commons/lang/time/DurationFormatUtils.java;364;431
org.apache.commons.lang.time$DurationFormatUtils.reduceAndCorrect(Calendar,Calendar,int,int);org/apache/commons/lang/time/DurationFormatUtils.java;432;443
org.apache.commons.lang.time$DurationFormatUtils.lexx(String);org/apache/commons/lang/time/DurationFormatUtils.java;453;513
org.apache.commons.lang.time.DurationFormatUtils$Token.containsTokenWithValue(Token[],Object);org/apache/commons/lang/time/DurationFormatUtils.java;520;535
org.apache.commons.lang.time.DurationFormatUtils$Token.increment();org/apache/commons/lang/time/DurationFormatUtils.java;562;567
org.apache.commons.lang.time.DurationFormatUtils$Token.getCount();org/apache/commons/lang/time/DurationFormatUtils.java;569;576
org.apache.commons.lang.time.DurationFormatUtils$Token.Token(Object);org/apache/commons/lang/time/DurationFormatUtils.java;540;548
org.apache.commons.lang.time$FastDateFormat.getInstance(String);org/apache/commons/lang/time/FastDateFormat.java;154;165
org.apache.commons.lang.time$FastDateFormat.parsePattern();org/apache/commons/lang/time/FastDateFormat.java;572;699
org.apache.commons.lang.time$FastDateFormat.format(Date);org/apache/commons/lang/time/FastDateFormat.java;813;823
org.apache.commons.lang.time$FastDateFormat.format(Date,StringBuffer);org/apache/commons/lang/time/FastDateFormat.java;848;860
