corpus_id;path;startLine;endLine
black$format_str(src_contents,mode);black.py;670;707
black$lib2to3_parse(src_txt,target_versions);black.py;743;767
black$DebugVisitor.visit_default(self,node);black.py;809;827
black$Line.append(self,leaf,preformatted);black.py;1095;1121
black$Line.contains_inner_type_comments(self);black.py;1223;1245
black$Line.maybe_remove_trailing_comma(self,closing);black.py;1254;1306
black$whitespace(leaf,complex_subscript);black.py;1680;1907
black$bracket_split_build_line(leaves,original,opening_bracket,is_body);black.py;2393;2419
black$is_import(leaf);black.py;2538;2549
black$normalize_string_quotes(leaf);black.py;2594;2658
black$convert_one_fmt_off_pair(node);black.py;2765;2816
blib2to3.pgen2.parse$ParseError.__init__(self,msg,type,value,context);blib2to3/pgen2/parse.py;19;25
