corpus_id;path;startLine;endLine
tqdm._tqdm$tqdm.format_sizeof(num,suffix);tqdm/_tqdm.py;31;57
tqdm._tqdm$tqdm.format_interval(t);tqdm/_tqdm.py;59;78
tqdm._tqdm$tqdm.status_printer(file);tqdm/_tqdm.py;80;101
tqdm._tqdm$tqdm.format_meter(n,total,elapsed,ncols,prefix,ascii,unit,unit_scale,rate,bar_format);tqdm/_tqdm.py;103;265
tqdm._tqdm$tqdm.__init__(self,iterable,desc,total,leave,file,ncols,mininterval,maxinterval,miniters,ascii,disable,unit,unit_scale,dynamic_ncols,smoothing,bar_format,initial,position,gui,**kwargs);tqdm/_tqdm.py;326;507
tqdm._tqdm$tqdm.__enter__(self);tqdm/_tqdm.py;512;513
tqdm._tqdm$tqdm.__del__(self);tqdm/_tqdm.py;519;520
tqdm._tqdm$tqdm.__repr__(self);tqdm/_tqdm.py;522;527
tqdm._tqdm$tqdm.__iter__(self);tqdm/_tqdm.py;556;649
tqdm._tqdm$tqdm.update(self,n);tqdm/_tqdm.py;651;730
tqdm._tqdm$tqdm.close(self);tqdm/_tqdm.py;732;783
tqdm._tqdm$tqdm.set_description(self,desc);tqdm/_tqdm.py;793;797
tqdm._tqdm$tqdm.refresh(self);tqdm/_tqdm.py;815;824
tqdm._tqdm$trange(*args,**kwargs);tqdm/_tqdm.py;827;832
