corpus_id;path;startLine;endLine
youtube_dl.YoutubeDL$YoutubeDL.build_format_selector(self,format_spec);youtube_dl/YoutubeDL.py;937;1198
youtube_dl$_real_main(argv);youtube_dl/__init__.py;46;415
youtube_dl$main(argv);youtube_dl/__init__.py;418;426
youtube_dl.compat$compat_etree_fromstring(text);youtube_dl/compat.py;2494;2495
youtube_dl.extractor.generic$GenericIE._real_extract(self,url);youtube_dl/extractor/generic.py;1298;2193
youtube_dl.extractor.npo$NPOIE._get_info(self,video_id);youtube_dl/extractor/npo.py;147;246
youtube_dl.options$parseOpts(overrideArguments);youtube_dl/options.py;22;825
youtube_dl.utils$ExtractorError.__init__(self,msg,tb,expected,cause,video_id);youtube_dl/utils.py;618;636
youtube_dl.utils$parse_iso8601(date_str,delimiter,timezone);youtube_dl/utils.py;978;1006
youtube_dl.utils$unified_strdate(date_str,day_first);youtube_dl/utils.py;1009;1076
youtube_dl.utils$determine_ext(url,default_ext);youtube_dl/utils.py;1079;1089
youtube_dl.utils$DateRange.__init__(self,start,end);youtube_dl/utils.py;1138;1149
youtube_dl.utils$DateRange.__contains__(self,date);youtube_dl/utils.py;1156;1160
youtube_dl.utils$js_to_json(code);youtube_dl/utils.py;1939;1975
