corpus_id;path;startLine;endLine
com.fasterxml.jackson.core.filter$FilteringParserDelegate.getCurrentToken();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;148;148
com.fasterxml.jackson.core.filter$FilteringParserDelegate.currentToken();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;148;149
com.fasterxml.jackson.core.filter$FilteringParserDelegate.getCurrentTokenId();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;151;154
com.fasterxml.jackson.core.filter$FilteringParserDelegate.getCurrentName();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;184;192
com.fasterxml.jackson.core.filter$FilteringParserDelegate.nextToken();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;226;909
com.fasterxml.jackson.core.filter$FilteringParserDelegate._nextToken2();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;456;909
com.fasterxml.jackson.core.filter$FilteringParserDelegate._nextTokenWithBuffering(TokenFilterContext);com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;614;744
com.fasterxml.jackson.core.filter$FilteringParserDelegate.getText();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;823;823
com.fasterxml.jackson.core.filter$FilteringParserDelegate.getTextCharacters();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;823;825
com.fasterxml.jackson.core.filter$FilteringParserDelegate.getTextLength();com/fasterxml/jackson/core/filter/FilteringParserDelegate.java;823;826
com.fasterxml.jackson.core.json$ReaderBasedJsonParser.nextFieldName();com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java;867;2612
com.fasterxml.jackson.core.json$ReaderBasedJsonParser._isNextTokenNameYes(int);com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java;965;2589
com.fasterxml.jackson.core.json$ReaderBasedJsonParser._isNextTokenNameMaybe(int,String);com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java;1012;2573
com.fasterxml.jackson.core.json$ReaderBasedJsonParser._nextTokenNotInObject(int);com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java;1069;2557
com.fasterxml.jackson.core.json$UTF8DataInputJsonParser._nextTokenNotInObject(int);com/fasterxml/jackson/core/json/UTF8DataInputJsonParser.java;673;2161
